"STUDY_ID","REVIEWERS","INCLUDE","author_full","title","journal","year","doi","abstract","language","keywords","volume","n_duplicates"
259,"Ashis","not vetted","Rollo, Megan E. and Burrows, Tracy and Vincze, Lisa J. and Harvey, Jean and Collins, Clare E. and Hutchesson, Melinda J.","Cost evaluation of providing evidence-based dietetic services for weight management in adults: in-person versus ehealth delivery","Nutrition & dietetics","2018","10.1111/1747-0080.12335","Aimto compare the theoretical costs of best-practice weight management delivered by dietitians in a traditional, in-person setting compared to remote consultations delivered using ehealth technologies. Methodsusing national guidelines, a framework was developed outlining dietitian-delivered weight management for in-person and ehealth delivery modes. This framework mapped one-on-one patient-dietitian consultations for an adult requiring active management (bmi 30 kg/m(2)) over a one-year period using both delivery modes. Resources required for both the dietitian and patient to implement each treatment mode were identified, with costs attributed for material, fixed, travel and personnel components. The resource costs were categorised as either establishment or recurring costs associated with the treatment of one patient. Resultsestablishment costs were higher for ehealth compared to in-person costs ($1394.21 vs $90.05). Excluding establishment costs, the total (combined dietitian and patient) cost for one patient receiving best-practice weight management for 12 months was $560.59 for in-person delivery, compared to $389.78 for ehealth delivery. Compared to the ehealth mode, a higher proportion of the overall recurring delivery costs was attributed to the patient for the in-person mode (46.4% and 33.9%, respectively). Conclusionsalthough it is initially more expensive to establish an ehealth service mode, the overall reoccurring costs per patient for delivery of best-practice weight management were lower compared to the in-person mode. This theoretical cost evaluation establishes preliminary evidence to support alternative obesity management service models using ehealth technologies. Further research is required to determine the feasibility, efficacy and cost-effectiveness of these models within dietetic practice.","English","cost evaluation; dietetics; eHealth; obesity; telehealth","75",1
260,"Ashis","not vetted","Bowser, Diana M. and Shepard, Donald S. and Nandakumar, Allyala and Okunogbe, Adeyemi and Morrill, Tyler and Halasa-Rappel, Yara and Jordan, Monica and Mushi, Farida and Boyce, Carolyn and Oluwayemisi, Erhunmwunse","Cost effectiveness of mobile health for antenatal care and facility births in nigeria","Annals of global health","2018","10.29024/aogh.2364","Background: the use of mobile technology in the health sector, often referred to as mhealth, is an innovation that is being used in countries to improve health outcomes and increase and improve both the demand and supply of health care services. This study assesses the actual cost-effectiveness of initiating and implementing the use of the mhealth as a supply side job aid for antenatal care. The study also estimates the cost-effectiveness ratio if mhealth was also used to encourage and track women through facility delivery. Methods: the methodology utilized a retrospective, micro-costing technique to extract costing data from health facilities and administrative offices to estimate the costs of implementing the mhealth antenatal care program and estimate the cost of facility delivery for those that used the antenatal care services in the year 2014. Five different costing tools were developed to assist in the costing analysis. Findings: the results show that the provision of tetanus toxoid vaccination and malaria prophylaxis during pregnancy and improved labor and delivery during facility delivery contributed the most to mortality reductions for women, neonates and stillbirths in mhealth facilities versus non-mhealth facilities. The cost-effectiveness ratio of this program for antenatal care and no demand-side generation for facility delivery is us$13,739 per life saved. The cost-effectiveness ratio adding in an additional demand-side generation for facility births reduces to us$9,806 per life saved. Conclusion: these results show that mhealth programs are inexpensive and save a number of lives for the dollar investment and could save additional lives and funds if women were also encouraged to seek facility delivery.","English",NA,"84",1
261,"Ashis","not vetted","Kosmadakis, Ioannis-Emmanouil and Petrellis, Nikos and Birbas, Michael and Vardakas, Miltiadis","Employing savitzky-golay smoothing in a low cost ehealth platform","2018 41st international conference on telecommunications and signal and processing (tsp)","2018",NA,"The savitzky-golay (sg) filtering is evaluated in a low cost e-health platform that has been recently presented by the authors. The sensors' precision is not guaranteed in such a low cost platform since these sensors are not medically certified. The accuracy of the sensor measurements has to be improved in order to have a reliable e-health platform. Filtering methods like moving average window (maw), principal component analysis (pca) and a simplified kalman filter have already been used for smoothing and for sensor precision improvement. The comparison of these methods with sg filtering shows that the latter can offer a significant precision improvement without the problems offered by other methods like the latency of the maw. More specifically, the sg filtering can offer an up to 10 times better normalized mean square error (nmse) or 25db higher signal to noise ratio (snr) than the original values. Pca on the other hand offers a remarkable precision improvement in many cases (e.g., half nmse or 5db better snr) along with 20% compression that leads to lower power consumption.","English","Health Monitoring; Medical Sensors; Filtering; Low Power; Reliability; and Data Compression",NA,1
262,"Ashis","not vetted","Le Goff-Pronost, Myriam and Mourgeon, Benedicte and Blanchere, Jean-Pierre and Teot, Luc and Benateau, Herve and Dompmartin, Anne","Real-world clinical evaluation and costs of telemedicine for chronic wound management","International journal of technology assessment in health care","2018","10.1017/S0266462318000685","Background:chronic wounds are frequent, affect quality of life, and increase care costs. Telemedicine provides potential for effective wound care management, especially for the monitoring of complex wounds at home.objectives:the objective of the present study was to determine the clinical effects and costs of telemedicine for the follow-up of complex chronic wounds from the perspective of the public health insurance. The study ran over a period of 9 months.methods:we conducted a prospective, pragmatic, open-label, observational study and carried out a cost-effectiveness analysis. A total of 116 patients with chronic wounds were assigned to their choice of two groups: telemedicine (n = 77) and traditional follow-up (control; n = 39). The primary outcome was the time to healing. Secondary outcomes included percentage of wounds reaching target objective, percentage of wounds healed completely, outpatient care costs, travel costs, and hospitalizations.results:time to healing was shorter in the telemedicine group than in the control group (137 versus 174 days; p < .05). The percentage of wounds completely healed was not statistically different between the telemedicine and control group (66 percent versus 61 percent; p > .05). Outpatient care and hospitalization costs were not significantly different. The main results in terms of economic savings were medical transport costs reimbursed by the french public health insurance, which were significantly lower in the telemedicine group. Telemedicine costs were found to be euro4,583 less per patient compared with standard practice over 9 months.conclusions:this trial suggests that telemedicine saves travel costs and results in a shorter healing time than traditional follow-up.","English","Cost analysis; Telemedicine; Complex wound; Healing; Healthcare spending","34",1
263,"Ashis","not vetted","Kidholm, Kristian","On the costs of home-based telemedicine programs: a comment on michaud et al","International journal of technology assessment in health care","2018","10.1017/S0266462318003665",NA,"English",NA,"34",1
264,"Ashis","not vetted","Michaud, Tzeyu L.","Response to on the costs of home-based telemedicine programs: a comment on michaud et al","International journal of technology assessment in health care","2018","10.1017/S0266462318003677",NA,"English",NA,"34",1
265,"Ashis","not vetted","Luhnen, Miriam and Prediger, Barbara and Neugebauer, Edmund A. M. and Mathes, Tim","Systematic reviews of economic evaluations in health technology assessment: a review of characteristics and applied methods (vol 34, pg 537, 2018)","International journal of technology assessment in health care","2018","10.1017/S026646231800363X",NA,"English","Systematic review; Economic evaluation; Health technology assessment; and Reimbursement","34",1
266,"Ashis","not vetted","Culyer, Anthony J.","Cost, context, and decisions in health economics and health technology assessment","International journal of technology assessment in health care","2018","10.1017/S0266462318000612","Objectives:this study is an attempt to demystify and clarify the idea of cost in health economics and health technology assessment (hta).Methods:its method draws on standard concepts in economics. Cost is a more elusive concept than is commonly thought and can be particularly elusive in multidisciplinary territory like hta.results:the article explains that cost is more completely defined as opportunity cost, why cost is necessarily associated with a decision, and that it will always vary according to the context of that decision: whether choice is about inputs or outputs, what the alternatives are, the timing of the consequences of the decision, the nature of the commitment to which a decision maker is committed, who the decision maker is, and the constraints and discretion limiting or liberating the decision maker. Distinctions between short and long runs and between fixed and variable inputs are matters of choice, not technology, and are similarly context-dependent. Harms or negative consequences are, in general, not costs. Whether so-called clinically unrelated future costs and benefits should be counted in current decisions again depends on context.conclusions:the costs of entire health programs are context-dependent, relating to planned rates of activity, volumes, and timings. The implications for the methods of hta are different in the contexts of low- and middle-income countries compared with high-income countries, and further differ contextually according to the budget constraints (fixed or variable) facing decision makers.","English","Opportunity cost; Context; Short; long runs; Fixed; variable costs; and Unrelated costs; LMICs","34",1
267,"Ashis","not vetted","Ebert, David Daniel and Kaehlke, Fanny and Buntrock, Claudia and Berking, Matthias and Smit, Filip and Heber, Elena and Baumeister, Harald and Funk, Burkhardt and Riper, Heleen and Lehr, Dirk","A health economic outcome evaluation of an internet-based mobile-supported stress management intervention for employees","Scandinavian journal of work environment & health","2018","10.5271/sjweh.3691","Objective this study aimed to estimate and evaluate the cost-effectiveness and cost-benefit of a guided internet- and mobile-supported occupational stress-management intervention (ismi) for employees from the employer's perspective alongside a randomized controlled trial. Methods a sample of 264 employees with elevated symptoms of perceived stress (perceived stress scale, pss-10 >= 22) was randomly assigned either to the ismi or a waitlist control (wlc) group with unrestricted access to treatment as usual. The ismi consisted of seven sessions of problem-solving and emotion-regulation techniques and one booster session. Self-report data on symptoms of perceived stress and economic data were assessed at baseline, and at six months following randomization. A cost-benefit analysis (cba) and a cost-effectiveness analysis (cea) with symptom-free status as the main outcome from the employer's perspective was carried out. Statistical uncertainty was estimated using bootstrapping (n=5000). Results the cba yielded a net-benefit of (sic) 181 [ 95% confidence interval (ci) -6043-1042] per participant within the first six months following randomization. Cea showed that at a willingness-to-pay ceiling of (sic)0, (sic)1000, (sic)2000 for one additional symptom free employee yielded a 67%, 90%, and 98% probability, respectively, of the intervention being cost-effective compared to the wlc. Conclusion the ismi was cost-effective when compared to wlc and even lead to cost savings within the first six months after randomization. Offering stress-management interventions can present good value for money in occupational healthcare.","English","CBT; cost-benefit analysis; cost-effectiveness analysis; economic and evaluation; e-health; internet-based intervention; m-health; randomized and controlled trial; RCT","44",1
268,"Ashis","not vetted","Petrellis, N. and Birbas, M. and Vardakas, M. and Kosmadakis, I. E.","Power saving issues in a low cost ehealth sensor controller","2018 7th international conference on modern circuits and systems and technologies (mocast)","2018",NA,"Ehealth platforms offer an efficient way of remotely monitoring the condition of a patient. They relay on mobile modules that should operate with battery that do not often require recharging. Thus, low cost operation should be guaranteed at least at the level of the mobile sensor controller. In this paper, the power consumption of a sensor controller in a low cost e-health platform that has been recently presented by the authors is studied. Significant power saving can be achieved by adopting appropriate architectural solutions. These solutions are tested on a general low cost ehealth platform but they can also be employed in customized systems that will be developed in the future. The power saving issues handled in this paper include sleep mode support, deactivation of idle peripherals, selection of low power communication interface, low sampling frequency, etc.","English","eHealth; sensor controller; low power; sleep modes; communication and interfaces",NA,1
269,"Ashis","not vetted","Frederix, Ines and Vandijck, Dominique and Hens, Niel and De Sutter, Johan and Dendale, Paul","Economic and social impact of increased cardiac rehabilitation uptake and cardiac telerehabilitation in belgium - a cost-benefit analysis","Acta cardiologica","2018","10.1080/00015385.2017.1361892","Background: cardiac rehabilitation for ischaemic heart disease effectively reduces cardiovascular readmission rate and mortality. Current uptake rates however, remain low. This study assesses the social and economic impact of increasing centre-based cardiac rehabilitation uptake and the additional value of cardiac telerehabilitation using cost-benefit analysis (cba) in belgium. Methods: cost-benefit analysis was conducted to analyse three scenarios: (1) current situation: 20% uptake rate of cardiac rehabilitation; (2) alternative scenario one: 40% uptake rate of cardiac rehabilitation; and (3) alternative scenario two: 20% uptake of cardiac rehabilitation and 20% uptake of both cardiac rehabilitation and telerehabilitation. Impacts considered included cardiac (tele)rehabilitation programme costs, direct inpatient costs, productivity losses and burden of disease. Results: compared to the current situation, there was a net total monetised benefit of 9.18 meuro and 9.10 meuro for scenarios one and two, respectively. Disability adjusted life years were 12,805-12,980 years lower than the current situation. This resulted in a benefit-cost ratio of 1.52 and 1.43 for scenarios one and two, respectively. Conclusions: increased cardiac rehabilitation uptake rates can reduce the burden of disease, and the resulting benefits exceed its costs. This research supports the necessity for greater promotion and routine referral to cardiac rehabilitation to be made standard practice. The implementation of telerehabilitation as an adjunct is to be encouraged, especially for those patients unable to attend centre-based cardiac rehabilitation.","English","Cost-benefit analysis; cardiac rehabilitation; costs; telerehabilitation","73",1
270,"Ashis","not vetted","Whetten, Justin and van der Goes, David N. and Huy Tran and Moffett, Maurice and Semper, Colin and Yonas, Howard","Cost-effectiveness of access to critical cerebral emergency support services (access): a neuro-emergent telemedicine consultation program","Journal of medical economics","2018","10.1080/13696998.2018.1426591","Aims: access to critical cerebral emergency support services (access) was developed as a low-cost solution to providing neuro-emergent consultations to rural hospitals in new mexico that do not offer comprehensive stroke care. Access is a two-way audio-visual program linking remote emergency department physicians and their patients to stroke specialists. Access also has an education component in which hospitals receive training from stroke specialists on the triage and treatment of patients. This study assessed the clinical and economic outcomes of the access program in providing services to rural new mexico from a healthcare payer perspective.methods: a decision tree model was constructed using findings from the access program and existing literature, the likelihood that a patient will receive a tissue plasminogen activator (tpa), cost of care, and resulting quality adjusted life years (qalys). Data from the access program includes emergency room patients in rural new mexico from may 2015 to august 2016. Outcomes and costs have been estimated for patients who were taken to a hospital providing neurological telecare and patients who were not.results: the use of access decreased neuro-emergent stroke patient transfers from rural hospitals to urban settings from 85% to 5% (no tpa) and 90% to 23% (tpa), while stroke specialist reading of patient ct/mri imaging within 3h of onset of stroke symptoms increased from 2% to 22%. Results indicate that use of access has the potential to save $4,241 ($3,952-$4,438) per patient and increase qalys by 0.20 (0.14-0.22). This increase in qalys equates to approximate to 73 more days of life at full health. The cost savings and qalys are expected to increase when moving from a 90-day model to a lifetime model.conclusion: the analysis demonstrates potential savings and improved quality-of-life associated with the use of access for patients presenting to rural hospitals with acute ischemic stroke (ais).","English","Cost effectiveness; stroke; stroke care; telemedicine; patient and transport; tPA; rural healthcare","21",1
271,"Ashis","not vetted","Welton, John M. and Jenkins, Peggy and Perraillon, Marcelo Coca","A micro-costing or 'bottom-up' approach to measuring nursing costs using data from electronic health records","Nursing economics","2018",NA,NA,"English",NA,"36",1
272,"Ashis","not vetted","Li, Liyao and Bai, Rui and Xie, Binbin and Peng, Yao and Wang, Anwen and Wang, Wei and Jiang, Bo and Liang, Jian and Chen, Xiaojiang","R&p: an low-cost device-free activity recognition for e-health","Ieee access","2018","10.1109/ACCESS.2017.2749323","Activity recognition is important for taking care of patients and old men especially in e-health. The activity recognition system without carrying any wearable devices is widely used in our daily life. Current methods employing uneconomical equipment or even dedicated devices lead to cost-inefficiency for large-scale deployments. This paper introduces r&p, a device-free activity recognition system only using cheap radio frequency identification devices (rfid) tags. Based on the analysis of rfid signals, we extract received signal strength fingerprints and phase fingerprints for each activity and synthesize these two kinds of fingerprints to accurately recognize activities. Moreover, we also modify the dynamic time warping (dtw) algorithm and propose t-dtw method to improve the recognition efficiency. We use commercial passive rfid hardware and verify r&pin three different environments with different targets and six activities. The results demonstrate that our solution can recognize activities with an average accuracy of 87.9%.","English","RFID; device-free; RSS; Phase; T-DTW","6",1
273,"Ashis","not vetted","Samson, Anne-Laure and Schokkaert, Erik and Thebaut, Clemence and Dormont, Brigitte and Fleurbaey, Marc and Luchini, Stephane and Van de Voorde, Carine","Fairness in cost-benefit analysis: a methodology for health technology assessment","Health economics","2018","10.1002/hec.3515","We evaluate the introduction of various forms of antihypertensive treatments in france with a distribution-sensitive cost-benefit analysis. Compared to traditional cost-benefit analysis, we implement distributional weighting based on equivalent incomes, a new concept of individual well-being that does respect individual preferences but is not subjectively welfarist. Individual preferences are estimated on the basis of a contingent valuation question, introduced into a representative survey of the french population. Compared to traditional cost-effectiveness analysis in health technology assessment, we show that it is feasible to go beyond a narrow evaluation of health outcomes while still fully exploiting the sophistication of medical information. Sensitivity analysis illustrates the relevancy of this richer welfare framework, the importance of the distinction between an ex ante and an ex post approach, and the need to consider distributional effects in a broader institutional setting.","English","antihypertensive treatment; cost-benefit analysis; distributional and weights; equivalent income","27",1
274,"Ashis","not vetted","O'Sullivan, Elizabeth J. and Kennelly, Maria A. and Rokicki, Slawa and Ainscough, Kate and McAuliffe, Fionnuala M.","Cost-effectiveness of a mobile health-supported lifestyle intervention for preventing gestational diabetes mellitus","American journal of obstetrics and gynecology","2018",NA,NA,"English",NA,"218",1
275,"Ashis","not vetted","Yoo, Byung-Kwang and Kim, Minchul and Sasaki, Tomoko and Hoch, Jeffrey S. and Marcin, James P.","Selected use of telemedicine in intensive care units based on severity of illness improves cost-effectiveness","Telemedicine and e-health","2018","10.1089/tmj.2017.0069","Background:telemedicine in the intensive care unit (tele-icu) is expected to address geographic health disparities through more efficient resource allocation. Our previous economic evaluation demonstrated tele-icu to be cost-effective in most cases and cost saving in some cases, compared to conventional intensive care unit (icu) care without adequate intensivist coverage.introduction:this study's objective is to examine how to optimize the cost-effectiveness of tele-icu use by selecting highest risk (i.e., both highest mortality and highest cost) subpopulations. We also explore potential cost savings.materials and methods:we conducted simulation analyses among a hypothetical adult icu patient cohort defined by the literature, distinguishing four types of hospitals: urban tertiary (primary analysis), urban community, rural tertiary, and rural community. The selected tele-icu use was assumed to affect per-patient icu cost and hospital mortality among highest risk subpopulations (10-100% of all icu patients), defined by an established illness-severity measure.results:we found a u-shaped relationship between the economic efficiency and selected tele-icu use among all 4 hospital types. Optimal cost-effectiveness was achieved when tele-icu was applied to the 30-40% highest risk patients among all icu patients (incremental cost-effectiveness ratio=$25,392 [2014 u.s. dollars] per extending a quality-adjusted life year) in urban tertiary hospitals (primary analysis). Our break-even analyses indicated that cost saving seems more feasible when reducing icu medical care cost, rather than lowering the cost to operate telemedicine alone.discussion and conclusions:a selected use of tele-icu based on severity of illness is likely to improve tele-icu cost-effectiveness. To achieve cost saving, tele-icu must reduce more than just telemedicine-related cost.","English","telemedicine; telehealth; intensive care units; economic evaluation; and cost-effectiveness; cost saving","24",1
276,"Ashis","not vetted","Heitz, Corey and Morgenstern, Justin and Milne, William K.","Hot off the press: embedded clinical decision support in electronic health record decreases use of high-cost imaging in the emergency department: embed study","Academic emergency medicine","2018","10.1111/acem.13310","This longitudinal before/after study of embedded clinical decision rules assessed the effects of clinical decision support on use of common imaging studies. Among high users, rates of computed tomograhy (ct) scan of the brain and ct of the cervical spine were reduced after implementation of embedded clinical decision instruments, while in low users, rates increased. This article summarizes the manuscript and the skeptics guide to emergency medicine podcast, as well as the ensuing social media/online discussion.","English",NA,"25",1
277,"Ashis","not vetted","Beckhauser, Eduardo and Petrolini, Vinicius A. and von Wangenheim, Aldo and Savaris, Alexandre and Krechel, Dirk","Software quality evaluation of a low-cost multimodal telemedicine and telehealth station","2018 31st ieee international symposium on computer-based medical systems and (cbms 2018)","2018","10.1109/CBMS.2018.00087","Telemedicine and telehealth stations (ttss) are used to provide physicians with tools that simplify their workload and to increase the range of areas covered by the services offered by those kinds of equipments. To support this scenario, those stations must have a high external quality in order to improve user experience and to speed up their workflow due to an easy-to-use platform. Based on that, this work presents an external quality evaluation for a developed tts in the context of the state integrated telemedicine and telehealth system (stt/sc). To accomplish that, we applied the adequate model, using descriptive statistics to analyze it's results and perceived a good quality system, especially for characteristics like comfort, authenticity and learnability.","English","telemedicine; telehealth; single-board computer; software quality and evaluation; case study",NA,1
278,"Ashis","not vetted","Droeschel, Daniel and Walzer, Stefan and Wilpshaar, Gertjan and Lynch, Peter","Tackling the care crisis in pd in east-saxony, germany - #improve diagnosis and therapy in parkinson's disease #telemedicine-based care management #intersectoral and interdisciplinary collaboration #cost containment and quality improvement","International journal of integrated care","2018","10.5334/ijic.s2370",NA,"English","improve diagnosis and therapy in parkinson's disease; telemedicine-based and care management; intersectoral and interdisciplinary collaboration; cost and containment; quality improvement","18",1
279,"Ashis","not vetted","Khazbak, Youssef and Izz, Mostafa and ElBatt, Tamer and Fahim, Abdulrahman and Guirguis, Arsany and Youssef, Moustafa","Cost-effective data transfer for mobile health care","Ieee systems journal","2017","10.1109/JSYST.2016.2533419","In this paper, we introduce the novel concept of cost-effective mobile health care which leverages the multiple wireless interfaces onboard most mobile phones today. First, we study the problem of uploading medical data using the ""least cost"" radio interface. Toward this objective, we propose the wireless interface selection algorithm (wisa) which decides the wireless interface yielding the least cost, depending on the data size, modality, and quality of service (qos). Second, we study using modeling and simulations, the problem of cost-effective medical advisory message dissemination (on the downlink) which gives rise to an interesting cost-delay trade-off when leveraging free short range phone-to-phone (p2p) communication. Finally, we build a proof-of-concept testbed, coined cellchek, which showcases the proposed wisa algorithm and demonstrates its operation using sample wireless-enabled medical devices, namely pulse oximeter and blood pressure monitor. The experimental results gathered using the prototype provide key insights into the system and the involved tradeoffs. The concepts explored in this paper along with the proposed schemes hold great promise for this emerging area of research that is of equal importance to developing and developed countries promising considerable cost savings.","English","Data dissemination; delay; experimental results; interface selection; and mobile health care; simulation; testbed","11",1
280,"Ashis","not vetted","Mukasa, Oscar and Mushi, Hildegalda P. and Maire, Nicolas and Ross, Amanda and de Savigny, Don","Do surveys with paper and electronic devices differ in quality and cost? Experience from the rufiji health and demographic surveillance system in tanzania","Global health action","2017","10.1080/16549716.2017.1387984","Background: data entry at the point of collection using mobile electronic devices may make data-handling processes more efficient and cost-effective, but there is little literature to document and quantify gains, especially for longitudinal surveillance systems. Objective: to examine the potential of mobile electronic devices compared with paper-based tools in health data collection. Methods: using data from 961 households from the rufiji household and demographic survey in tanzania, the quality and costs of data collected on paper forms and electronic devices were compared. We also documented, using qualitative approaches, field workers, whom we called 'enumerators', and households' members on the use of both methods. Existing administrative records were combined with logistics expenditure measured directly from comparison households to approximate annual costs per 1,000 households surveyed. Results: errors were detected in 17% (166) of households for the paper records and 2% (15) for the electronic records (p < 0.001). There were differences in the types of errors (p = 0.03). Of the errors occurring, a higher proportion were due to accuracy in paper surveys (79%, 95% ci: 72%, 86%) compared with electronic surveys (58%, 95% ci: 29%, 87%). Errors in electronic surveys were more likely to be related to completeness (32%, 95% ci 12%, 56%) than in paper surveys (11%, 95% ci: 7%, 17%). The median duration of the interviews ('enumeration'), per household was 9.4 minutes (90% central range 6.4, 12.2) for paper and 8.3 (6.1, 12.0) for electronic surveys (p = 0.001). Surveys using electronic tools, compared with paper-based tools, were less costly by 28% for recurrent and 19% for total costs. Although there were technical problems with electronic devices, there was good acceptance of both methods by enumerators and members of the community. Conclusions: our findings support the use of mobile electronic devices for large-scale longitudinal surveys in resource-limited settings.","English","data management; health information systems; public health; health and and demographic surveillance systems","10",1
281,"Ashis","not vetted","Riou-Comte, Nolwenn and Mione, Gioia and Humbertjean, Lisa and Brunner, Arielle and Vezain, Arnaud and Lavandier, Karine and Marchal, Sophie and Bracard, Serge and Debouverie, Marc and Richard, Sebastien","Implementation and evaluation of an economic model for telestroke: experience from virtuall, france","Frontiers in neurology","2017","10.3389/fneur.2017.00613","Background: telestroke is recognized as a safe and time-efficient way of treating stroke patients. However, admission centers (spokes) are subject to financial charges which can make them reluctant to join the system. We implemented and assessed an economic model supporting our telestroke system, virtuall, france, which includes one expert center (hub) and six spokes. Methods: the model is based on payment for the expertise provided by the hub, distribution of charges related to telemedicine according to the fees perceived by the spokes, and transfer of patients between the spokes and the hub. We performed a cost-benefit analysis for all patients included in virtuall from january 2014 to december 2015 to assess the economic balance in each center. Results: 321 patients were prospectively included in the study. Application of the economic model resulted in overall financial balance with funding of a dedicated medical service in the hub, and reduced costs directly related to telestroke by an average of 10% in the spokes. The conditions generating the highest costs for the spokes were: a patient returning from the hub for re-hospitalization (mean cost of $1,995/patient); management of patients treated by intravenous thrombolysis without transfer to the hub (mean cost of $2,075/patient). The most favorable financial condition for the spokes remained simple transfer of patients to the hub and no return (mean cost of $329/patient). Conclusion: we describe an economic model which can be applied to any telestroke system to ensure the optimal balance between hub and spoke centers.","English","telestroke; telemedicine; hub-and-spoke model; health economic model; and hospitalization costs","8",1
282,"Ashis","not vetted","Ceradini, Jacopo and Tozzi, Alberto Eugenio and D'Argenio, Patrizia and Bernaschi, Paola and Manuri, Lucia and Brusco, Carla and Raponi, Massimiliano","Telemedicine as an effective intervention to improve antibiotic appropriateness prescription and to reduce costs in pediatrics","Italian journal of pediatrics","2017","10.1186/s13052-017-0423-3","Implementation of antimicrobial stewardship program is a pivotal practice element for healthcare institution. We developed a remote infectious disease consultancy program via telemedicine in a high-specialized pediatric cardiac hospital. A consultation for antibiotic strategy for each patient was available via telemedicine in addition to biweekly discussion of all clinical cases. Aim of this study was to evaluate the impact of the remote stewardship program in terms of a) appropriateness of antibiotic prescription; b) incidence of multi-resistant infection; and c) cost. A 'before - after' study was performed comparing the period immediately before starting the program and one year after. There was a trend in the reduction of nosocomial infectious disease rate (9.5 vs 6.5 per 1000 person days), with a reduction in the overall antibiotic cost (25,000 vs 15,000 eur) and in the average antibiotics packages used per admission (9 vs 6.7 packages). A significant reduction in the multi-drug resistant isolation rate was observed (104 vs 79 per 1000 person days, p = 0.01). In conclusion, the infectious disease meeting via telemedicine has been an effective tool for economic and professional development and multidisciplinary management of complex patients. The appropriate use of antibiotics reduced the multi-drug resistant bacteria selection, thus improving patient safety.","English","Telemedicine; Antibiotics; Antibiotics stewardship program; Hospital and infection","43",1
283,"Ashis","not vetted","Espinoza, Alexis Valenzuela and Devos, Stefanie and van Hooff, Robbert-Jan and Fobelets, Maaike and Dupont, Alain and Moens, Maarten and Hubloue, Ives and Lauwaert, Door and Cornu, Pieter and Brouns, Raf and Putman, Koen","Time gain needed for in-ambulance telemedicine: cost-utility model","Jmir mhealth and uhealth","2017","10.2196/mhealth.8288","Background: stroke is a very time-sensitive pathology, and many new solutions target the optimization of prehospital stroke care to improve the stroke management process. In-ambulance telemedicine, defined by live bidirectional audio-video between a patient and a neurologist in a moving ambulance and the automated transfer of vital parameters, is a promising new approach to speed up and improve the quality of acute stroke care. Currently, no evidence exists on the cost effectiveness of in-ambulance telemedicine. Objective: we aim to develop a first cost effectiveness model for in-ambulance telemedicine and use this model to estimate the time savings needed before in-ambulance telemedicine becomes cost effective. Methods: current standard stroke care is compared with current standard stroke care supplemented with in-ambulance telemedicine using a cost-utility model measuring costs and quality-adjusted life-years (qalys) from a health care perspective. We combine a decision tree with a markov model. Data from the uz brussel stroke registry (2282 stroke patients) and linked hospital claims data at individual level are combined with literature data to populate the model. A 2-way sensitivity analysis varying both implementation costs and time gain is performed to map the different cost-effective combinations and identify the time gain needed for cost effectiveness and dominance. For several modeled time gains, the cost-effectiveness acceptability curve is calculated and mapped in 1 figure. Results: under the base-case scenario (implementation cost of us $ 159,425) and taking a lifetime horizon into account, in-ambulance telemedicine is a cost-effective strategy compared to standard stroke care alone starting from a time gain of 6 minutes. After 12 minutes, in-ambulance telemedicine becomes dominant, and this results in a mean decrease of costs by us -$ 30 (95% ci -$ 32 to -$ 29) per patient with 0.00456 (95% ci 0.00448 to 0.00463) qalys on average gained per patient. In over 82% of all probabilistic simulations, in-ambulance telemedicine remains under the cost-effectiveness threshold of us $ 47,747. Conclusions: our model suggests that in-ambulance telemedicine can be cost effective starting from a time gain of 6 minutes and becomes a dominant strategy after approximately 15 minutes. This indicates that in-ambulance telemedicine has the potential to become a cost-effective intervention assuming time gains in clinical implementations are realized in the future.","English","telemedicine; prehospital; stroke; cost effectiveness","5",1
284,"Ashis","not vetted","Painter, Jacob T. and Fortney, John C. and Austen, Mark A. and Pyne, Jeffrey M.","Cost-effectiveness of telemedicine-based collaborative care for posttraumatic stress disorder","Psychiatric services","2017","10.1176/appi.ps.201600485","Objective: the study examined the cost-effectiveness of a telemedicine-based collaborative care model designed to increase rural veterans' engagement in evidence-based treatments for posttraumatic stress disorder (ptsd). Methods: the telemedicine outreach for ptsd (top) study used a pragmatic randomized effectiveness trial to examine effects of ptsd care teams located at veterans affairs medical centers and supporting primary care providers in satellite clinics. Teams included a nurse care manager, pharmacist, psychologist, and psychiatrist. Effectiveness was estimated with quality-adjusted life years (qalys) derived from the short form health survey for veterans and quality of well-being (qwb) scale. Intervention and health care costs were collected to evaluate the cost-effectiveness of the intervention. Results: the sample (n=265) included mostly rural, unemployed, middle-aged men with a military service-connected disability for ptsd randomly assigned to top or usual care. Only minor improvements in qwb qalys were found. The top intervention was relatively expensive, with costs totaling $2,029 per patient per year. Intervention costs were not offset by reductions in health care utilization costs, resulting in an incremental cost-effectiveness ratio of $185,565 per qaly (interquartile range $57,675 to $395,743). Conclusions: because of the upfront training costs and the resource-intensive nature of this intervention, associated expenses were high. Although ptsd-specific effectiveness measures were significantly improved, these changes did not translate to qalys in the main analysis. However, analyses focusing on patient subgroups with comorbid mental disorders indicated greater qaly improvement for top at lower cost.","English",NA,"68",1
