"STUDY_ID","REVIEWERS","INCLUDE","author_full","title","journal","year","doi","abstract","language","keywords","volume","n_duplicates"
506,"Ashis","not vetted","Vincze, L. and Rollo, M. E. and Hutchesson, M. J. and Callister, R. and Collins, C. E.","Vital change for mums: a feasibility study investigating tailored nutrition and exercise care delivered by video-consultations for women 3-12 months postpartum","Journal of human nutrition and dietetics","2018","10.1111/jhn.12549","Backgrounda tailored approach to nutrition and physical activity advice can support women following childbirth in managing barriers (i.e. time and childcare) to making healthy lifestyle changes. The aim of the present study was to evaluate the implementation, acceptability and preliminary efficacy of a personally tailored nutrition and exercise programme for postpartum women delivered via video-consultations by an accredited practising dietitian (apd) and accredited exercise physiologist (aep). Methodsin this feasibility study (vital change for mums), postpartum (3-12 months) women (body mass index 25 or >2 kg above pre-pregnancy weight) who were seeking to achieve a healthy weight participated in a single-arm intervention. Participants received up to five real-time personalised video-consultations (2 x apd, 2 x aep, 1 x either) over the 8-week intervention period. Implementation (recruitment, retention, utilisation), acceptability (participant satisfaction) and preliminary efficacy (anthropometry, dietary intake, cardiovascular fitness, physical activity level, psychological wellbeing) were assessed. Resultsthirty women [mean (sd) age 31.6 (3.1) years, body mass index 29.0 (4.0) kg m(-2), 100% married/de facto, 80% university level education] were recruited within 10 days and 27 completed the study. Women's mean (sd) ratings (out of a score of 5) indicated satisfaction with the video-consultations [4.4 (0.9)] and the online setting [4.5 (0.8)]. Women agreed that accessing an apd [4.4 (0.8)] and aep [4.3 (0.9)] was easier using video-consultations than attending an in-person consultation. Statistically significant improvements in waist circumference, body composition, cardiorespiratory fitness, dietary intake and physical activity were observed from baseline to 8 weeks. Conclusionsthe findings of the present study suggest that a nutrition and exercise intervention delivered by qualified health professionals via video-consultations is feasible, acceptable and achieves positive outcomes for women following childbirth.","English","dietitian; exercise; nutrition; postpartum; technology; weight","31",1
507,"Ashis","not vetted","Bouma, G. and de Hosson, L. D. and van Essen, H. and de Vries, E. G. E. and de Groot, D. J. A. and Walenkamp, A. M. E.","Use of video-consultation is feasible during follow-up care of patients with a neuroendocrine tumour","Clinical oncology","2018","10.1016/j.clon.2018.02.027",NA,"English",NA,"30",1
508,"Ashis","not vetted","Doolittle, Gary C. and Caracione, Adrian and Coulter, James and Olson, Karen and Knoebber-Carr, Kelly","Using telemedicine to increase access to cancer clinical trials for patients in rural areas: a feasibility study","Journal of clinical oncology","2018","10.1200/JCO.2018.36.15_suppl.e18884",NA,"English",NA,"36",1
509,"Ashis","not vetted","Otto, Christian and Cotter, Kylie and Harris, Jashonna and Breitbart, William","Telepsychiatry for cancer patients undergoing active treatment","Journal of clinical oncology","2018","10.1200/JCO.2018.36.15_suppl.6603",NA,"English",NA,"36",1
510,"Ashis","not vetted","Cox, Narelle S. and McDonald, Christine F. and Alison, Jennifer A. and Mahal, Ajay and Wootton, Richard and Hill, Catherine J. and Bondarenko, Janet and Macdonald, Heather and O'Halloran, Paul and Zanaboni, Paolo and Clarke, Ken and Rennick, Deidre and Borgelt, Kaye and Burge, Angela T. and Lahham, Aroub and Wageck, Bruna and Crute, Hayley and Czupryn, Pawel and Nichols, Amanda and Holland, Anne E.","Telerehabilitation versus traditional centre-based pulmonary rehabilitation for people with chronic respiratory disease: protocol for a randomised controlled trial","Bmc pulmonary medicine","2018","10.1186/s12890-018-0646-0","Background: pulmonary rehabilitation is an effective therapeutic intervention for people with chronic respiratory disease. However, fewer than 5% of eligible individuals receive pulmonary rehabilitation on an annual basis, largely due to limited availability of services and difficulties associated with travel and transport. The rehabilitation exercise at home (reach) study is an assessor-blinded, multi-centre, randomised controlled equivalence trial designed to compare the efficacy of home-based telerehabilitation and traditional centre-based pulmonary rehabilitation in people with chronic respiratory disease. Methods: participants will undertake an 8-week group-based pulmonary rehabilitation program of twice-weekly supervised exercise training, either in-person at a centre-based pulmonary rehabilitation program or remotely from their home via the internet. Supervised exercise training sessions will include 30 min of aerobic exercise (cycle and/or walking training). Individualised education and self-management training will be delivered. All participants will be prescribed a home exercise program of walking and strengthening activities. Outcomes will be assessed by a blinded assessor at baseline, after completion of the intervention, and 12-months post intervention. The primary outcome is change in dyspnea score as measured by the chronic respiratory questionnaire - dyspnea domain (crq-d). Secondary outcomes will evaluate the efficacy of telerehabilitation on 6-min walk distance, endurance cycle time during a constant work rate test, physical activity and quality of life. Adherence to pulmonary rehabilitation between the two models will be compared. A full economic analysis from a societal perspective will be undertaken to determine the cost-effectiveness of telerehabilitation compared to centre-based pulmonary rehabilitation. Discussion: alternative models of pulmonary rehabilitation are required to improve both equity of access and patient-related outcomes. This trial will establish whether telerehabilitation can achieve equivalent improvement in outcomes compared to traditional centre-based pulmonary rehabilitation. If efficacious and cost-effective, the proposed telerehabilitation model is designed to be rapidly deployed into clinical practice.","English","Chronic obstructive pulmonary disease; Pulmonary rehabilitation; and Telerehabilitation; Telehealth; Exercise; Respiratory disease; and Interstitial lung disease; Bronchiectasis; Asthma","18",1
511,"Ashis","not vetted","Raphael, Bram P. and Schumann, Caitlin and Garrity-Gentille, Sara and McClelland, Jennifer and Rosa, Carolyn and Tascione, Christina and Gallotto, Mary and Takvorian-Bene, Melissa and Carey, Alexandra N. and McCarthy, Patrick and Duggan, Christopher and Ozonoff, Al","Virtual telemedicine visits in pediatric home parenteral nutrition patients: a quality improvement initiative","Telemedicine and e-health","2019","10.1089/tmj.2017.0298","Background:despite being less costly than prolonged hospitalization, home parenteral nutrition (hpn) is associated with high rates of post-discharge complications, including frequent readmissions and central line-associated bloodstream infections (clabsis). Telemedicine has been associated with improved outcomes and reduced healthcare utilization in other high-risk populations, but no studies to date have supported effectiveness of telemedicine in pediatric hpn.methods:we prospectively collected data on pediatric patients managed at a single hpn program who participated in postdischarge telemedicine visits from march 1, 2014 to march 30, 2016. We excluded patients with a history of hpn and strictly palliative care goals. Univariate analysis was performed for primary outcomes: community-acquired clabsi and 30-day readmission rate.results:twenty-six families participated in the pilot initiative with median (interquartile range) patient age 1.5 (5.7) years old, diagnosis of short bowel syndrome in 16 (62%), and in-state residence in 17 (55%). Ishikawa (fishbone) diagram identified causes of post-discharge hpn complications. Areas of focus during telemedicine visit included central venous catheter care methods, materials, clinical concerns, and equipment. Compared to historical comparison group, the telemedicine group experienced clabsi rates of 1.0 versus 2.7 per 1,000 line days and readmission rates of 38% versus 17% (p=0.03, 0.02, respectively).Conclusions:telemedicine visits identified opportunities for improvement for families newly discharged on hpn. In a small cohort of patients who experienced telemedicine visits, we found lower clabsi rates alongside higher readmission rates compared with a historical comparison group. Further studies are needed to optimize telemedicine in delivering care to this high-risk population.","English","telemedicine; pediatrics; telehealth; telenursing","25",1
512,"Ashis","not vetted","Wickstrom, Hanna L. and Oien, Rut Frank and Fagerstrom, Cecilia and Anderberg, Peter and Jakobsson, Ulf and Midlov, Patrik J.","Comparing video consultation with inperson assessment for swedish patients with hard-to-heal ulcers: registry-based studies of healing time and of waiting time","Bmj open","2018","10.1136/bmjopen-2017-017623","Objectives to investigate differences in ulcer healing time and waiting time between video consultation and inperson assessment for patients with hard-to-heal ulcers. Setting patients treated at blekinge wound healing centre, a primary care centre covering the whole of blekinge county (150 000 inhabitants), were compared with patients registered and treated according to the registry of ulcer treatment, a swedish national web-based quality registry. Participants in the study for analysing ulcer healing time, the study group consisted of 100 patients diagnosed through video consultation between october 2014 and september 2016. The control group for analysing healing time consisted of 1888 patients diagnosed through inperson assessment during the same period. In the study for analysing waiting time, the same study group (n=100) was compared with 100 patients diagnosed through inperson assessment. Primary and secondary outcome measures differences in ulcer healing time were analysed using the log-rank test. Differences in waiting time were analysed using the mann-whitney u test. Results median healing time was 59 days (95% ci 40 to 78) in the study group and 82 days (95% ci 75 to 89) in the control group (p<0.001). Median waiting time was 25 days (range: 1-83 days) in the study group and 32 days (range: 3-294 days) for patients diagnosed through inperson assessment (p=0.017). There were no significant differences between the study group and the control group regarding age, gender or ulcer size. Conclusions healing time and waiting time were significantly shorter for patients diagnosed through video consultation compared with those diagnosed through inperson assessment.","English",NA,"8",1
513,"Ashis","not vetted","McNicholas, James E.","Telehealth in the modern era of military medical consultation","Military medicine","2018","10.1093/milmed/usx068",NA,"English",NA,"183",1
514,"Ashis","not vetted","Lee, S. and Dana, A. and Newman, J.","Teledermatology as a tool for preoperative consultation prior to mohs micrographic surgery within the veterans health administration","Journal of investigative dermatology","2018",NA,NA,"English",NA,"138",1
515,"Ashis","not vetted","Miller, B. and Soyer, H. P. and Finnane, A. and Vun, Y. and Caffery, L. and Halloran, S.","Outreach dermatology services provided by telehealth: enabling access to specialist dermatology care for patients in regional and rural areas","Australasian journal of dermatology","2018",NA,NA,"English",NA,"59",1
516,"Ashis","not vetted","Habibi, Mona F. and Springer, Cary M. and Spence, Marsha L. and Hansen-Petrik, Melissa B. and Kavanagh, Katherine F.","Use of videoconferencing for lactation consultation: an online cross-sectional survey of mothers' acceptance in the united states","Journal of human lactation","2018","10.1177/0890334417711385","Background: suboptimal breastfeeding duration and exclusivity rates are a public health concern. Therefore, there is a need for identifying effective tools for use in interventions targeting specific barriers to optimal breastfeeding outcomes. Research aim: this study aimed to assess the relationship between acceptance of remote lactation consultation using videoconferencing and (a) maternal demographic factors, (b) technology acceptance subscales, (c) maternal learning style preferences, and (d) other potentially explanatory maternal factors. Methods: this was a cross-sectional, online study. English-speaking mothers of at least 18 years of age, with an infant age 4 months or younger, and who reported initiating breastfeeding were eligible to participate. Mothers were recruited from 27 randomly selected states. One hundred one mothers completed the survey, resulting in a response rate of 71%. The main outcome was acceptance of videoconferencing use for lactation consultation. Results: no significant differences were found in acceptance by maternal demographic factors or learning style preferences. Acceptance was significantly related to perceived ease of use (r = .680, p < .001), perceived usefulness/extrinsic motivation (r = .774, p < .001), intrinsic motivation (r = .689, p < .001), desire for control of privacy (r = -. 293, p < .01), and mother's perception of the infant father's/maternal partner's acceptance of videoconferencing for lactation consultation (r = .432, p < .001). Only perceived usefulness/extrinsic motivation and maternal age remained in the final regression model (r-2 = .616, p < .001). Although perceived usefulness/extrinsic motivation was positively associated with acceptance, maternal age was inversely related. Conclusion: this sample of mothers indicated general acceptance of videoconferencing for lactation consultation, with younger mothers and those perceiving it to be more useful demonstrating greater acceptance.","English","breastfeeding; breastfeeding barriers; breastfeeding support; lactation; and lactation consultant; lactation counseling","34",1
517,"Ashis","not vetted","Higashi, Angela and Abbruzzese, Ann","A virtual woc nurse; providing prompt and efficient wound consultation and oversight for homebound patients utilizing a telemedicine application","Journal of wound ostomy and continence nursing","2018",NA,NA,"English",NA,"45",1
518,"Ashis","not vetted","Olsson, A. and Roos, K. and Larsen, S. and Lindahl, K. and Gahrton, C. and Oksanen, A. and Ohrn, F. and Aleman, S. and Said, K.","Hepatitis c treatment in prisons through a nurse-led program with telemedicine","Journal of hepatology","2018","10.1016/S0168-8278(18)30961-9",NA,"English",NA,"68",1
519,"Ashis","not vetted","Greenhalgh, Trisha and Shaw, Sara and Wherton, Joseph and Vijayaraghavan, Shanti and Morris, Joanne and Bhattacharya, Satya and Hanson, Philippa and Campbell-Richards, Desiree and Ramoutar, Seendy and Collard, Anna and Hodkinson, Isabel","Real-world implementation of video outpatient consultations at macro, meso, and micro levels: mixed-method study","Journal of medical internet research","2018","10.2196/jmir.9897","Background: there is much interest in virtual consultations using video technology. Randomized controlled trials have shown video consultations to be acceptable, safe, and effective in selected conditions and circumstances. However, this model has rarely been mainstreamed and sustained in real-world settings. Objective: the study sought to (1) define good practice and inform implementation of video outpatient consultations and (2) generate transferable knowledge about challenges to scaling up and routinizing this service model. Methods: a multilevel, mixed-method study of skype video consultations (micro level) was embedded in an organizational case study (meso level), taking account of national context and wider influences (macro level). The study followed the introduction of video outpatient consultations in three clinical services (diabetes, diabetes antenatal, and cancer surgery) in a national health service trust (covering three hospitals) in london, united kingdom. Data sources included 36 national-level stakeholders (exploratory and semistructured interviews), longitudinal organizational ethnography (300 hours of observations; 24 staff interviews), 30 videotaped remote consultations, 17 audiotaped face-to-face consultations, and national and local documents. Qualitative data, analyzed using sociotechnical change theories, addressed staff and patient experience and organizational and system drivers. Quantitative data, analyzed via descriptive statistics, included uptake of video consultations by staff and patients and microcategorization of different kinds of talk (using the roter interaction analysis system). Results: when clinical, technical, and practical preconditions were met, video consultations appeared safe and were popular with some patients and staff. Compared with face-to-face consultations for similar conditions, video consultations were very slightly shorter, patients did slightly more talking, and both parties sometimes needed to make explicit things that typically remained implicit in a traditional encounter. Video consultations appeared to work better when the clinician and patient already knew and trusted each other. Some clinicians used skype adaptively to respond to patient requests for ad hoc encounters in a way that appeared to strengthen supported self-management. The reality of establishing video outpatient services in a busy and financially stretched acute hospital setting proved more complex and time-consuming than originally anticipated. By the end of this study, between 2% and 22% of consultations were being undertaken remotely by participating clinicians. In the remainder, clinicians chose not to participate, or video consultations were considered impractical, technically unachievable, or clinically inadvisable. Technical challenges were typically minor but potentially prohibitive. Conclusions: video outpatient consultations appear safe, effective, and convenient for patients in situations where participating clinicians judge them clinically appropriate, but such situations are a fraction of the overall clinic workload. As with other technological innovations, some clinicians will adopt readily, whereas others will need incentives and support. There are complex challenges to embedding video consultation services within routine practice in organizations that are hesitant to change, especially in times of austerity.","English","remote consultations; diabetes mellitus; ethnography; interviews; and organizational case studies; health systems","20",1
520,"Ashis","not vetted","Martin, Paul","Post-discharge virtual visit with the hospitalist - a novel telemedicine program to improve the transition from hospital to home","Journal of general internal medicine","2018",NA,NA,"English",NA,"33",1
521,"Ashis","not vetted","Rood, Mark N. and Faiman, Matthew and Gali, Kari and Winners, Stacey","Remote monitoring and telehealth to improve access and hypertension management: cleveland clinic healthy life high blood pressure program","Journal of general internal medicine","2018",NA,NA,"English",NA,"33",1
522,"Ashis","not vetted","Gehrman, P. and Bellamy, S. and Medvedeva, E. and Barilla, H. and Brownlow, J. and Prigge, J. and Rehman, W. and Kuna, S. T.","Telehealth delivery of group cbt-i is non-nferior to in-person treatment in veterans with ptsd","Sleep","2018",NA,NA,"English",NA,"41",1
523,"Ashis","not vetted","Rosso, Giovanni and Frisiello, Antonella and Trizio, Marco and Mosso, Cristina O. and Bazzani, Marco","Learning from professionals: exploring cognitive rehabilitation strategies for the definition of the functional requirements of a telerehabilitation platform","Computers in biology and medicine","2018","10.1016/j.compbiomed.2017.08.009","In the past few years, the advances in information and communication technology (ict) led to the development of platforms and applications that aim to support cognitive rehabilitation therapy that contributes to extend patients' treatment at home. In our research we adopted the human centered approach to design a cognitive rehabilitation platform that is able to provide tools and features tailored to the professional needs and strategies and also able to engage patients in their treatment process. In order to explore the clinicians' point of view on the neuropsychological intervention strategies, we applied two different techniques often used in human factors research: the critical decision method to study professionals' strategies with a descriptive perspective, and the hierarchical task analysis to analyze the processes with a normative view. The results of our research showed that the hybrid approach adopted allowed us to have a better focus on the cognitive rehabilitation process and on the professionals' decision making mechanism. This led to a better understanding of functional requirements for supporting clinician's strategic decision making, in terms of personalization of treatments, cognitive exercises settings and feedback customization. In conclusion, our research highlights the value of the cdm to focus deeply on which ftmcdonalities professionals require from a cognitive telerehabilitation system and allowed us to design more precisely clinician-patients interactions inside the system compared to prescriptive methods currently used. Our study offers contribution to the comprehension of the rehabilitation processes, suggesting the positive impacts of an ""extended"" clinic treatment by adopting a flexible and adaptable tool.","English","Human factors; Critical decision method; Task analysis; Human centered and design; Cognitive telerehabilitation","95",1
524,"Ashis","not vetted","Baguley, S. and Brawley, D.","A new model for remote hiv care: experience in the use of the attend anywhere video consultation platform","Hiv medicine","2018",NA,NA,"English",NA,"19",1
525,"Ashis","not vetted","Hicks, Stephanie A. and Cimarolli, Verena R.","The effects of telehealth use for post-acute rehabilitation patient outcomes","Journal of telemedicine and telecare","2018","10.1177/1357633X16686771","Introduction: previous research has shown that home telehealth services can reduce hospitalisations and emergency department visits and improve clinical outcomes among older adults with chronic conditions. However, there is a lack of research on the impact of telehealth (th) use on patient outcomes in post-acute rehabilitation settings. The current study examined the effects of th for post-acute rehabilitation patient outcomes (i.e. discharge setting and change in functional independence) when controlling for other factors (e.g. cognitive functioning). Methods: for this retrospective study, electronic medical records (emrs) of 294 patients who were discharged from a post-acute rehabilitation unit at a skilled nursing facility were reviewed. Only patients with an admitting condition of a circulatory disease based on icd-9 classification were included. Main emr data extracted included use of th, cognitive functioning, admission and discharge functional independence, and discharge setting (returning home vs. returning to acute care/re-hospitalisation). Results: results from a regression analysis showed that although th use was unrelated to post-acute rehabilitation care transition, it was significantly related to change in functional independence. Patients who used th during their stay had significantly more improvement in functional independence from admission to discharge when compared to those who did not use th. Discussion: findings indicate that th use during post-acute rehabilitation has the potential to improve patient physical functioning.","English","Telehealth; post-acute rehabilitation; functional independence; care and transitions","24",1
526,"Ashis","not vetted","Worboys, Tess and Brassington, Melinda and Ward, Elizabeth C. and Cornwell, Petrea L.","Delivering occupational therapy hand assessment and treatment sessions via telehealth","Journal of telemedicine and telecare","2018","10.1177/1357633X17691861","Introduction: telehealth offers a solution to assist delivery of occupational therapy (ot) services for hand therapy in rural and remote locations. However, there is currently no evidence to validate this service model. The aim of this study was to examine the validity of clinical decisions made during hand therapy sessions conducted via telehealth compared to a traditional clinical model (tcm) assessment, and explore patient and clinician satisfaction. Methods: eighteen patients referred for hand therapy to a rural/remote hospital-based outpatient service were assessed simultaneously via telehealth and a tcm assessment. An allied health assistant supported data collection at the patient end. Hand function was assessed using a range of objective measures, subjective scales and patient reported information. Minimal level of percent exact agreement (pea) between the telehealth ot (t-ot) and the tcm-ot was set at >= 80%. Results: level of agreement for all objective measures (dynamometer and pinch gauge reading, goniometer flexion and extension, circumference in millimetres) ranged between 82% and 100% pea. High agreement (>80% pea) was also obtained for judgements of scar and general limb function, exercise compliance, pain severity and sensitivity location, activities of daily living and global ratings of change (groc) scores. There was 100% pea for overall recommendations. Minimal technical issues were experienced. Patient and clinician satisfaction was high. Discussion: clinical decisions made via telehealth were comparable to the tcm and consumers were satisfied with telehealth as a service option. Telehealth offers the potential to improve access to hand therapy services for rural and remote patients.","English","Occupational therapy; hand assessment; treatment; telehealth","24",1
527,"Ashis","not vetted","Stothers, Lynn and Deegan, Emily G. and Shadgan, Babak and Macnab, Andrew J. and Kavanagh, Alex and Nigro, Mark K.","Telemedicine for management of neurogenic bladder and urinary tract infection prevention in individuals with spinal cord injury","Journal of urology","2018",NA,NA,"English",NA,"199",1
528,"Ashis","not vetted","Janssen, Frank and Awadallah, Mohammed and Alhalabi, Awed and Koerber, Barbara and Lang, Reinhard and Scibor, Mateusz and Handschu, Rene","Telemedicine in general neurology: use of audiovisual consultation for on call back-up service in an acute care hospital","Journal of neurology","2018","10.1007/s00415-018-8756-4","While telemedicine is in expanding use in acute stroke care, little is known about its use in general neurology, especially in acute care. We sought to investigate the feasibility and possible effects of a telemedicine device within the neurological back-up service of an acute care hospital. In a 450 bed academic teaching hospital an experienced neurologist (en) is on call to support the junior doctor at the hospital. Support was possible whether by standard telephone advice (ta) or by audiovisual consultations (avc). In avc the expert used a mobile telemedicine device and so he could establish audiovisual contact from his home to the emergency room and examine newly admitted patients. Technical and patient details including timing and diagnosis were recorded. Video and audio quality as well as impact of avc on diagnosis was rated by the en. Out of about 1200 cases in off peak times, during the study period, 164 avc including remote video examination were done (13.6%). Also 48 cases were documented by pure ta. Video quality was rated to a medium of 1.7, audio quality to 2.1. In 36 cases the audiovisual consultation was influenced by technical issues leading to cessation of avc in 8 cases. Duration of teleconsultation was 17.3 min in avc compared to 8.7 min for ta. The consultation diagnosis in avc was confirmed in 74.4% of all cases compared to 57.7% in ta. Avc was rated as a valuable contribution to the diagnostic workup in 74.3% of all cases seen. In about 40% of all cases avc was not possible due to technical or organizational reasons. Audiovisual consultation seems to be a feasible and useful support in routine neurology back-up service of an acute care hospital. Better mobility of devices and flexibility of service is needed to improve availability and quality of this valuable tool.","English","Telemedicine; Teleneurology; Clinical neurology","265",1
529,"Ashis","not vetted","Raaber, Nikolaj and Botker, Morten T. and Riddervold, Ingunn S. and Christensen, Erika F. and Emmertsen, Niels-Christian and Grofte, Thorbjorn and Kirkegaard, Hans","Telemedicine-based physician consultation results in more patients treated and released by ambulance personnel","European journal of emergency medicine","2018","10.1097/MEJ.0000000000000426","Objectivewe examined whether teleconsultation from ambulances to a physician at an emergency medical communication center (emcc) would increase the proportion of patients with nonurgent conditions being treated and released on site.methodsthis research was a before-after pilot study. In the intervention period, the emcc was manned 24/7 with physicians experienced in emergency care. Eligible participants included all patients with nonurgent conditions receiving an ambulance after a medical emergency call. Ambulance personnel assessed patients and subsequently performed a telephone consultation from the ambulance with the physician. The primary outcome was the proportion of patients treated and released on site. Secondary outcomes were the number of hospital admissions, mortality, and patient satisfaction. The intervention period was compared with a corresponding control period from the previous year.resultswe observed an increase in the proportion of patients treated and released in the intervention period in 2014 compared with the control period in 2013, up from 21% (n=137) to 29% (n=221) (odds ratio=1.46; 95% confidence interval=1.14-1.89, p=0.002). The follow-up rate was 100%. There was no observable increase in hospital admissions or mortality among patients treated and released from 2013 to 2014. A telephone survey of patients treated and released showed that 98.4% (95% confidence interval=91.3-99.9) were very satisfied or satisfied with their treatment.conclusionteleconsultation between a physician at the emcc and ambulance personnel and noncritically ill 1-1-2 patients results in an increased rate of patients treated and released with high satisfaction. The approach does not seem to compromise patient safety.","English","emergency medical services; remote consultation; telemedicine; and telephone; triage","25",1
530,"Ashis","not vetted","Boothe, Emily and Kaplan, Julie","Using telemedicine in mississippi to improve patient access to genetic services","Journal of genetic counseling","2018","10.1007/s10897-017-0192-6",NA,"English",NA,"27",1
531,"Ashis","not vetted","Vincze, Lisa and Rollo, Megan E. and Hutchesson, Melinda J. and Callister, Robin and Thompson, Debbe I. and Collins, Clare E.","Postpartum women's perspectives of engaging with a dietitian and exercise physiologist via video consultations for weight management: a qualitative evaluation","Healthcare","2018","10.3390/healthcare6010008","Optimising weight status after childbirth is important. Video consultations are an unexplored opportunity to deliver real-time support to postpartum women to improve lifestyle behaviours. This study aims to provide insight into postpartum women's perspectives of engaging with a dietitian and exercise physiologist through video consultations for tailored nutrition and exercise care. A qualitative study using individual telephone interviews (13-36 min) was undertaken. 21 women (body mass index (bmi): 28.1 +/- 3.8 kg/m(2); age: 32.3 +/- 3.0 years; parity: 1.6 +/- 0.9 children) who had completed the 8 week ""video-coaching to assist lifestyle (vital) change for mums"" intervention participation included up to five video consultations with a dietitian and exercise physiologist. The interviews were audiorecorded and transcribed. Thematic data analysis was conducted by an independent researcher using nvivo11. Themes relating to the video consultation experience included feeling that they did not differ from other consultations, they were convenient, and the length of time and flexible options were appropriate; however there was a desire for increased contact frequency. The dietitian and exercise physiologist were perceived to increase the participants' knowledge and confidence to improve health behaviours. The approach to setting realistic and tailored goals was well received. Tailored advice from a dietitian and exercise physiologist received via video consultations is acceptable for postpartum women and offers a viable alternative to in-person care.","English","dietitian; exercise; nutrition; postpartum; telehealth; video and consultation; weight","6",1
532,"Ashis","not vetted","Hatcliffe, Rachel and Ledda, Matthew J. and Kyne, Briana and Sable, Craig and Fain, Audra and Badolato, Gia and Atabaki, Shireen","Improved access to paediatric specialty care with telemedicine","Journal of investigative medicine","2018","10.1136/jim-2018-000730.19",NA,"English",NA,"66",1
533,"Ashis","not vetted","Akiyama, Hisanao and Hasegawa, Yasuhiro","A trial case of medical treatment for primary headache using telemedicine","Medicine","2018","10.1097/MD.0000000000009891","Rationale:video-based treatment in telemedicine is a potential alternative to face-to-face treatment. We describe our trial use of telemedicine to treat a patient with primary headache.patient concerns:a 25-year-old woman visited our branch hospital with a chief complaint of recurrent headache. Our branch hospital had no headache specialist, so a headache specialist at our main hospital provided treatment remotely.diagnoses:she was diagnosed with migraine without aura by the headache specialist using telemedicine.interventions:the branch hospital physician and the headache specialist used video conferencing to interview and examine the patient and share cranial magnetic resonance imaging (mri). Audio and camera angle/zoom could be adjusted during interviews, and high-quality video was continuously displayed at both hospitals simultaneously without lag between audio and video. Temporal/spatial resolution was sufficient for proper neurological evaluation. Mri had sufficient image quality and resolution for detailed interpretation. A prescription for medication was issued by the branch hospital physician and confirmed by the headache specialist.outcomes:zolmitriptan was effective in treating her migraine.lessons:telemedicine was useful for treating this primary headache patient and can contribute to regional health care. Future challenges in telemedicine include expanding its use to other areas within the purview of general physicians and headache specialists, covering implementation and maintenance costs, providing adequate explanations to patients and family members, ensuring security of video transmissions, maintaining patient medical records, and supervising treatment.","English","face-to-face examination; face-to-face interview; medical treatment; and primary headache; telemedicine","97",1
534,"Ashis","not vetted","Dang, Stuti and Gomez-Orozco, Carlos A. and van Zuilen, Maria H. and Levis, Silvina","Providing dementia consultations to veterans using clinical video telehealth: results from a clinical demonstration project","Telemedicine and e-health","2018","10.1089/tmj.2017.0089","Purpose:veterans with dementia and their caregivers in remote areas may not have access to specialists to provide diagnosis, treatment, and education. The purpose of this clinical demonstration project was to examine the feasibility, acceptability, and impact of a video consultations clinic for veterans with dementia or memory complaints and their caregivers.methods:the dementia clinical video telehealth (cvt) consultation clinic was established to identify, diagnose, and treat dementia in veterans at sites distant from the main medical center. A geriatrician at the main facility provided video consultation to patients and caregivers at seven satellite facilities. Diagnoses made and services provided were recorded after the initial consultation. Patient and caregiver satisfaction with the cvt clinic were assessed.findings:ninety-four patients were evaluated in the cvt dementia clinic (average age=74.7; average mini-mental state exam=24.4). Forty patients had a prior dementia diagnosis, 15 received a new dementia diagnosis, and 20 a new mild cognitive impairment diagnosis. Of the remaining patients evaluated for memory complaints, seven were found to have depression, three had hearing loss, and three had traumatic brain injury. After cvt consultation, common referrals included social work (n=43), neuropsychology (n=36), and brain imaging (n=26). Patients and caregivers expressed high satisfaction with the video consultation and 90% of caregivers indicated they would rather use cvt than travel to see the specialist in person.conclusions:video consultation was well accepted by both dementia patients and caregivers. Cvt may facilitate timely diagnosis and management and provide support for rural dementia patients and caregivers.","English","clinical video telehealth; dementia; technology; access to care","24",1
535,"Ashis","not vetted","Coralie, G. and Kathleen, T. and Marie-Amelie, V. and Anais, L. J. and Hazo, J. B. and Karine, C.","Printemps project: e-health intervention for suicide prevention and mental health promotion in the french general population","European psychiatry","2018",NA,NA,"English",NA,"48",1
536,"Ashis","not vetted","Jain, U. and Willis, D.","Telepsychiatry: acute care in the suicidal adolescent - utility of off-site consultation and outcome","European psychiatry","2018",NA,NA,"English",NA,"48",1
537,"Ashis","not vetted","Lichtenstein, M. and Hinze, C. J.","Treating eating disorder symptoms with app-based cognitive behavioral therapy and video consultations","European psychiatry","2018",NA,NA,"English",NA,"48",1
538,"Ashis","not vetted","Inskip, J. A. and Lauscher, H. Novak and Li, L. C. and Dumont, G. A. and Garde, A. and Ho, K. and Hoens, A. M. and Road, J. D. and Ryerson, C. J. and Camp, P. G.","Patient and health care professional perspectives on using telehealth to deliver pulmonary rehabilitation","Chronic respiratory disease","2018","10.1177/1479972317709643","The objective of this study was to identify the necessary features of pulmonary telerehabilitation (p-tr) from the perspectives of individuals living with chronic lung disease and health care professionals (hcps) who deliver pulmonary rehabilitation (pr). Focus groups were carried out with patients (n = 26) and hcps (n = 26) to elicit and explore their opinions about the critical elements of in-person pr and ideas for how these elements could be supported using technology. A questionnaire was used to assess technology use, pr experience, and general health status. Four key elements of pr were identified as critical to p-tr: the social aspect of pr; communicating with hcps for education and support; using biosensors for monitoring and promoting self-knowledge; and the evolution of support with progress over time. A range of technology-enabled devices and programs were suggested as means to recreate aspects of these integral elements. Consultations with patients and hcps suggest that users are interested in technology and want to ensure it recreates the important aspects of pr. Patients and hcps identified similar key elements for p-tr. The opinions and suggestions of patients and hcps should be the driving force of innovation if p-tr is to succeed in improving health outcomes.","English","Chronic lung disease; telerehabilitation; technology; qualitative and methods; focus groups; chronic obstructive lung disease; pulmonary and rehabilitation","15",1
